Date,PAYEMS,UNRATE,CUMFNS,INDPRO,SAHMCURRENT
2/1/21,143380,6.2,74.1452,95.6149,2.87
3/1/21,144232,6.1,76.4953,98.3856,2.4
4/1/21,144587,6.1,76.6806,98.5587,-0.1
5/1/21,145065,5.8,77.5331,99.4333,-0.13
6/1/21,145820,5.9,77.5677,99.7987,-0.07
7/1/21,146762,5.4,78.295,100.2519,-0.23
8/1/21,147314,5.1,77.9251,100.0437,-0.23
9/1/21,147771,4.7,77.0224,98.8579,-0.4
10/1/21,148572,4.5,78.1049,100.1861,-0.3
11/1/21,149230,4.1,78.5506,100.8654,-0.33
12/1/21,149816,3.9,78.4351,100.5726,-0.27
1/1/22,150006,4,77.7378,100.1856,-0.17
2/1/22,150825,3.9,78.1748,100.8064,-0.07
3/1/22,151315,3.7,78.5575,101.3907,-0.07
4/1/22,151623,3.7,78.4892,101.44,-0.1
5/1/22,151924,3.6,78.1251,101.3335,-0.1
6/1/22,152358,3.6,77.6834,101.018,-0.03
7/1/22,153072,3.5,77.7019,101.223,-0.07
8/1/22,153362,3.6,77.654,101.0963,0
9/1/22,153582,3.5,77.6645,101.2918,-0.03
10/1/22,153939,3.6,77.8544,101.2529,0.03
11/1/22,154242,3.6,77.2186,100.9552,0.03
12/1/22,154342,3.5,75.8688,99.7664,0.03
1/1/23,154776,3.5,77.1602,100.505,0
2/1/23,155066,3.6,77.1498,100.6416,0
3/1/23,155134,3.5,76.6104,101.0205,0
4/1/23,155375,3.4,77.2433,101.253,-0.03
5/1/23,155655,3.6,77.0575,100.9286,0
6/1/23,155880,3.6,76.4881,100.1196,0.03
7/1/23,156043,3.5,76.7273,100.9067,0.07
8/1/23,156261,3.7,76.6542,100.8393,0.1
9/1/23,156417,3.7,76.672,101.0211,0.13
10/1/23,156576,3.9,76.2599,100.4689,0.27
11/1/23,156703,3.7,76.5305,100.8639,0.27
12/1/23,156857,3.8,76.4545,100.6031,0.3
1/1/24,157032,3.7,75.2859,99.2223,0.23
2/1/24,157238,3.9,76.2145,100.285,0.3
3/1/24,157466,3.9,76.2676,100.4575,0.33
4/1/24,157530,3.9,75.805,100.2434,0.4
5/1/24,157608,3.9,76.1923,100.863,0.4
6/1/24,157695,4.1,76.006,100.894,0.43
7/1/24,157748,4.2,75.3409,99.9757,0.5
8/1/24,157757,4.2,75.6471,100.4309,0.57
9/1/24,157912,4.1,75.1957,99.8084,0.53
10/1/24,157945,4.1,74.6339,99.4695,0.4
11/1/24,158079,4.2,74.7343,99.2925,0.4
12/1/24,158316,4.1,74.9627,100.3273,0.4
1/1/25,158268,4,74.6327,100.0647,0.37
2/1/25,158310,4.2,75.523,101.0993,0.3
3/1/25,158377,4.2,75.785,101.0404,0.3
4/1/25,158485,4.2,75.6285,101.1279,0.3
5/1/25,158498,4.3,75.468,100.9655,0.33
6/1/25,158478,4.1,75.6385,101.4785,0.23
7/1/25,158542,4.3,75.9194,101.894,0.17
8/1/25,158472,4.3,75.8608,101.6247,0.13
9/1/25,158548,4.4,75.798,101.668,0.23
